fpr,tpr,threshold
0.005872596913982588,0.03373666940114848,0.6164513066107445
0.005872596913982588,0.03383921246923708,0.6164452880866574
0.005879050317184767,0.033941755537325674,0.6164395744312194
0.005904863929993482,0.033941755537325674,0.6163850759808688
0.00591131733319566,0.03414684167350287,0.6163752210181813
0.005930677542802197,0.03414684167350287,0.6163486429673156
0.005930677542802197,0.03424938474159147,0.6163412759794893
0.005943584349206554,0.03424938474159147,0.6162760843734503
0.005950037752408733,0.03435192780968006,0.6162760651300256
0.006021025187632698,0.03435192780968006,0.6161228301327575
0.006021025187632698,0.034454470877768664,0.6161223448713332
0.00605974560684577,0.034454470877768664,0.6160884331598757
0.00605974560684577,0.03455701394585726,0.6160657756500632
0.006104919429261021,0.03455701394585726,0.6159594975478305
0.0061178262356653785,0.03455701394585726,0.6159584041253587
0.006137186445271914,0.03455701394585726,0.61591658593321
0.006137186445271914,0.03465955701394586,0.6159162826930834
0.006195267074091522,0.03465955701394586,0.6157986999361481
0.006195267074091522,0.03476210008203445,0.6157869518004541
